,0,1
0,0.339807569981,1
1,7.99365516286e-05,0
2,0.363276511431,1
3,1.70063898963e-07,0
4,9.32753266625e-07,0
5,0.00523383170366,0
6,0.268680930138,1
7,0.674495816231,1
8,2.35965489992e-05,0
9,0.674495816231,1
10,1.16644081061e-08,0
11,0.060856577009,0
12,0.0997464358807,0
13,2.7015712476e-06,0
14,1.03896854853e-05,0
15,0.00392182311043,0
16,0.674495816231,1
17,1.68218523555e-08,0
18,0.000179170732736,0
19,0.175280854106,1
20,0.016570487991,0
21,0.0480090975761,0
22,0.199889168143,1
23,0.000439193507191,0
24,0.000256175379036,0
25,0.670132219791,1
26,0.674495816231,1
27,9.80256302796e-08,0
28,0.674495816231,1
29,0.198130115867,1
30,0.000177621957846,0
31,1.56036572552e-10,0
32,6.15602999687e-08,0
33,0.024825355038,0
34,0.00267484993674,0
35,0.0249236430973,0
36,0.338603109121,1
37,0.674495816231,1
38,0.674495816231,1
39,0.668635070324,1
40,0.00139978155494,0
41,3.48247999682e-06,0
42,4.94807900395e-05,0
43,0.0131891239434,0
44,0.674495816231,1
45,0.674495816231,1
46,0.674495816231,1
47,2.12086706704e-12,0
48,0.674495816231,1
49,0.335662126541,1
50,0.674495816231,1
51,0.00455373106524,0
52,2.63967576757e-05,0
53,4.6502929979e-11,0
54,0.10332403332,1
55,6.14046075498e-06,0
56,0.0164804216474,0
57,0.674495816231,1
58,0.370734512806,1
59,4.03495914725e-06,0
60,6.96867417105e-08,0
61,0.674495816231,1
62,0.674495816231,1
63,0.674495816231,1
64,0.674495816231,1
65,3.50596813803e-08,0
66,0.00136270490475,0
67,0.000903639243916,0
68,3.22755596471e-07,0
69,0.000680986093357,0
70,0.269009828568,1
71,0.674495816231,1
72,0.674495816231,1
73,0.674495816231,1
74,0.000965844257735,0
75,0.0760353207588,0
76,0.0047355350107,0
77,0.275973558426,1
78,0.0166762731969,0
79,1.83773718465e-09,0
80,0.000624239386525,0
81,0.674495816231,1
82,0.674495816231,1
83,0.0238254014403,0
84,0.00519011681899,0
85,0.0393142290413,0
86,0.427366018295,1
87,0.410322636366,1
88,0.674495816231,1
89,0.556480109692,1
90,2.49906006502e-05,0
91,1.28715441861e-07,0
92,0.237871840596,1
93,0.000354930525646,0
94,0.674495816231,1
95,0.674495816231,1
96,1.19463301473e-08,0
97,0.674495816231,1
98,0.131136134267,1
99,5.35971594218e-07,0
100,4.68272583021e-06,0
101,0.028203247115,0
102,0.0209111534059,0
103,0.674495816231,1
104,0.000419445510488,0
105,0.0755151361227,0
106,0.281745880842,1
107,3.9281516365e-05,0
108,0.0290929246694,0
109,0.128333598375,1
110,0.0187385194004,0
111,0.000206424825592,0
112,0.00911684148014,0
113,0.00234535499476,0
114,0.674495816231,1
115,2.51268866123e-05,0
116,0.674495816231,1
117,0.674495816231,1
118,8.34604579723e-05,0
119,0.674495816231,1
120,0.000242674141191,0
121,0.479130536318,1
122,0.160732373595,1
123,0.121074445546,1
124,0.674495816231,1
125,0.331836074591,1
126,0.674495816231,1
127,0.042842105031,0
128,0.225455209613,1
129,0.674495816231,1
130,2.16456237467e-06,0
131,0.137491583824,1
132,0.00604867143556,0
133,6.76872787153e-06,0
134,0.0126400617883,0
135,0.000107527004729,0
136,0.674495816231,1
137,0.674495816231,1
138,0.0950730144978,0
139,1.01864980024e-05,0
140,0.0364986471832,0
141,1.6760728613e-05,0
142,0.000569513940718,0
143,0.674495816231,1
144,0.0184019524604,0
145,1.28181838477e-07,0
146,0.116355098784,1
147,3.58307539194e-09,0
148,0.196580991149,1
149,0.674495816231,1
150,3.41936612358e-09,0
151,0.00123362289742,0
152,1.40537031257e-06,0
153,0.0746211260557,0
154,0.000188787380466,0
155,0.674495816231,1
156,6.39789868728e-05,0
157,0.000889963819645,0
158,0.000100694793218,0
159,0.192897081375,1
160,0.674495816231,1
161,0.000615282449871,0
162,0.29705119133,1
163,0.0245889443904,0
164,0.674495816231,1
165,0.340681910515,1
166,0.301862448454,1
167,0.000620481732767,0
168,0.00141893269029,0
169,0.674495816231,1
170,0.315877765417,1
171,0.0533047541976,0
172,0.674495816231,1
173,0.000454519933555,0
174,0.0163520500064,0
175,0.467590838671,1
176,1.39806218158e-06,0
177,0.0787584111094,0
178,0.0013914759038,0
179,6.62770162307e-06,0
180,0.263880223036,1
181,0.189711824059,1
182,0.00115309318062,0
183,4.84450974909e-05,0
184,0.674495816231,1
185,0.674495816231,1
186,0.406030416489,1
187,0.000647523847874,0
188,0.0177875943482,0
189,0.000723149860278,0
190,0.674495816231,1
191,0.490300297737,1
192,6.80897428538e-05,0
193,0.000338253419613,0
194,4.95661770401e-05,0
195,0.0013641754631,0
196,0.674495816231,1
197,0.0479553826153,0
198,0.674495816231,1
199,0.0758771002293,0
200,0.674495816231,1
201,0.0184629391879,0
202,0.00334763503633,0
203,0.00496435770765,0
204,0.164319247007,1
205,0.472968429327,1
206,0.0136814452708,0
207,0.00812478922307,0
208,0.620171427727,1
209,2.26800522807e-12,0
210,0.106376104057,1
211,7.86645325702e-14,0
212,0.674495816231,1
213,1.80743438705e-06,0
214,0.00663835462183,0
215,0.674495816231,1
216,0.0013852113625,0
217,2.00587528525e-05,0
218,0.00369354430586,0
219,0.000646795437206,0
