,0,1
0,0.279664754868,0
1,0.00205196463503,0
2,0.0563268512487,0
3,3.41838472195e-06,0
4,0.000499282730743,0
5,0.205712273717,0
6,0.0203312374651,0
7,0.8967269063,1
8,0.0030844383873,1
9,0.564280331135,1
10,0.00704904459417,0
11,0.020664576441,0
12,0.707618057728,1
13,1.66804420587e-05,0
14,3.29405065713e-06,0
15,0.00665360316634,0
16,0.460688829422,1
17,1.78063291969e-05,0
18,0.0018880671123,0
19,0.0922623276711,0
20,0.00590774090961,1
21,0.0194772854447,0
22,0.283431082964,1
23,0.0443213358521,0
24,0.160011589527,0
25,0.861061871052,0
26,0.719611227512,0
27,0.000944578554481,0
28,0.146719381213,1
29,0.032815027982,0
30,0.00139496021438,0
31,4.77745686567e-07,0
32,3.10231771437e-05,0
33,0.098848849535,0
34,0.00652154767886,0
35,0.0377727746964,0
36,0.31810438633,0
37,0.597161948681,0
38,0.241976439953,0
39,0.700385689735,1
40,0.00942957494408,1
41,5.71164900975e-06,0
42,0.00270763365552,0
43,0.0501400828362,0
44,0.953214406967,1
45,0.896010816097,0
46,0.0735249221325,0
47,1.88991355898e-09,0
48,0.746244132519,0
49,0.0765251219273,0
50,0.608843028545,0
51,0.0978828296065,0
52,0.000128742787638,0
53,3.67976369375e-08,0
54,0.0476939156651,0
55,4.90550337418e-05,0
56,0.0312949195504,0
57,0.208959385753,0
58,0.11035464704,0
59,1.69992945303e-05,0
60,0.000162787779118,0
61,0.851185083389,0
62,0.55212366581,0
63,0.768625080585,1
64,0.414597153664,0
65,9.35489006224e-05,0
66,0.00111660547554,0
67,0.00283190887421,0
68,1.37727956826e-05,0
69,0.102473959327,0
70,0.509747564793,0
71,0.482307046652,0
72,0.643092393875,1
73,0.607289731503,1
74,0.151092246175,1
75,0.0909712314606,0
76,0.00201009539887,0
77,0.0946990773082,0
78,0.197536870837,0
79,1.2077412066e-05,0
80,0.00788095220923,0
81,0.715472579002,1
82,0.622699201107,1
83,0.147404059768,0
84,0.048903234303,0
85,0.0727368220687,0
86,0.633314669132,0
87,0.366935372353,0
88,0.981844246387,1
89,0.68956297636,1
90,0.0630905926228,0
91,2.13685361814e-05,0
92,0.594609558582,0
93,0.000432693137554,0
94,0.0124953584746,0
95,0.259875386953,0
96,9.23361938021e-07,0
97,0.619166970253,0
98,0.00679693277925,0
99,2.01060956897e-05,0
100,0.0012103007175,0
101,0.619847238064,0
102,0.163208678365,0
103,0.0675881654024,0
104,0.00019501868519,0
105,0.0545712858438,0
106,0.208348095417,0
107,0.00334630371071,0
